loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
-0.6426453373680224,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.5224372888245532,-0.46704527901712617,-1.0075034093571082,-0.8679359023747811,-0.984921444592986,-0.29478967792494326,-0.4343069944696262,-0.29479143213007675,-0.5955579850887284,-0.305624623227553,-0.44924264671447056,-0.18707159618918487,-0.2967969385227008,-0.7821621026139652,-0.48325024244317966,-0.5816391975603464,-0.47242356162729454
-0.2168761295589076,0.031666305892696,0.5980077381427751,0.12084672487507804,-0.12666578673186227,-0.17817847823133096,-0.6643208845780217,0.2675313372915641,-0.12014744592604736,-0.2121653372564297,-0.15985542881549852,-0.2121654170094777,-0.19285394049989327,-0.305624623227553,-0.19770851295831,-0.18707159618918487,0.5757397185381458,-0.1385862568811932,-0.08814229604472021,-0.18778207988126464,0.03284067805650796
-0.1186216969875734,-0.22079616121967713,-0.3110200634853215,-0.16931613431116804,-0.1732271399192377,-0.22666903892278753,-0.6331224732344684,0.19005538469688063,-0.19884597394781506,-0.22950108965642738,-0.214745741946324,-0.2294995460557572,-0.03177232266435922,-0.305624623227553,-0.19770851295831,-0.18707159618918487,0.4012323871259764,-0.2994802183143862,-0.10695696015893257,-0.27867218396105276,-0.21979144178539328
0.9294255837733246,1.2939786414545615,-0.3110200634853215,1.2814981616200625,1.561183266310496,1.5398877340454047,-0.8203129412957884,1.3941078938732736,1.7945467994127977,0.7599012194695742,1.4868539651092674,0.7598972840501905,0.8139061709721945,0.6462315110214597,1.8145645570909745,-0.18707159618918487,1.9717983698355,2.4357171260498953,1.473474825434905,1.6906134044343561,1.296001277266014
-0.5771423823204663,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.5806389803087725,-0.496061042764213,-1.0075034093571082,-0.8679359023747811,-0.984921444592986,-0.29478967792494326,-0.48919730760045166,-0.29479143213007675,-0.5552875806298448,-0.305624623227553,-0.44924264671447056,-0.18707159618918487,-1.1693335955835473,-0.7821621026139652,-0.5773235630142414,-0.5816391975603464,-0.47242356162729454
1.2569403590111052,2.051366042791681,-0.3110200634853215,2.442149598365047,1.014087366358835,0.8587749509996673,-0.789114529952235,0.9952972526481814,1.2600336755655315,0.2833978987074999,0.828170207539361,0.28339480784918686,1.4985030467732143,0.011660754855451247,0.30535975455401115,1.2345040018790803,1.273769044186823,1.0681184538677544,1.1536255354932952,0.7817123636364752,2.053897636791718
-0.3806335171777979,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.4991566122308655,-0.45116237545730875,0.24043304438502486,-0.5504115064949306,-0.5482128497901133,-0.29152524851151745,-0.4343069944696262,-0.2915302654789971,-0.47474677171207785,-0.305624623227553,-0.19770851295831,-0.18707159618918487,-0.47130426993487007,-0.5408211604641757,-0.502064906557392,-0.49074909348055834,-0.47242356162729454
-0.6426453373680224,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.5457179654182409,-0.48109482032857825,1.0827901506609647,-0.6774212648468708,-0.742457193520141,-0.2941367920422581,-0.48919730760045166,-0.2941352814825622,-0.5955579850887284,-0.305624623227553,-0.44924264671447056,-0.18707159618918487,-0.8203189327592088,-0.7017151218973687,-0.5396942347858167,-0.5513424962004171,-0.47242356162729454
0.012384213107538856,0.031666305892696,-0.3110200634853215,0.12084672487507804,0.04793928772079548,-0.04411854076413264,-0.7267177072651283,0.5990268065901281,-0.033260631751725805,-0.14298174062612792,-0.050074802553847435,-0.1429855935163034,-0.11231313158212625,0.6462315110214597,0.5568938883101717,-0.18707159618918487,0.5757397185381458,0.022307704551999832,0.04356035275476627,0.05459153099817032,0.03284067805650796
0.5036563759642098,0.5365912401174423,-0.3110200634853215,0.7011724432475702,0.28074605365767247,0.17109573786029506,-0.7579161186086816,0.7247664673585487,0.30928267229677736,-0.0515657474756898,0.16948644996945464,-0.05156520106036025,0.4514725308422429,0.963516889104464,0.5568938883101717,-0.18707159618918487,0.9247543813624843,0.3440956274183859,0.30696565035373924,0.23637173915774654,0.5381049177403104
-0.5443909047966882,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.5457179654182409,-0.48109482032857825,1.0827901506609647,-0.6774212648468708,-0.742457193520141,-0.2941367920422581,-0.48919730760045166,-0.2941352814825622,-0.5955579850887284,-0.305624623227553,-0.44924264671447056,-0.18707159618918487,-0.8203189327592088,-0.7017151218973687,-0.5396942347858167,-0.5513424962004171,-0.47242356162729454
-0.15137317451135146,0.031666305892696,-0.3110200634853215,0.12084672487507804,0.08286030261132703,0.01986206014820584,-0.5707256505473617,0.02113240608880017,0.807403413243804,-0.18975774969110612,0.0048155105769780646,-0.18975836206151864,-0.11231313158212625,-0.305624623227553,0.05382562079785058,-0.18707159618918487,0.22672505571380713,0.665883550284772,-0.03169830370208315,0.2666684405176759,0.03284067805650796
0.601910808535544,1.5464411085669347,2.416063341398968,1.2814981616200625,1.0024470280619913,0.8289734605747094,-0.8515113526393416,1.875474878027127,0.5067113495305761,0.5375767101966414,0.828170207539361,0.5375797340617209,0.693094957595544,-0.305624623227553,-0.19770851295831,-0.18707159618918487,1.448276375598992,0.826777511717965,0.9654788943511716,1.0543826758758394,1.5486333971079154
-0.47888794974913207,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.5340776271213971,-0.47434131245449807,1.0827901506609647,-0.6774212648468708,-0.6328251400331698,-0.2938424493234809,-0.48919730760045166,-0.29384148268516763,-0.5150171761709613,0.3289461329384555,-0.44924264671447056,-0.18707159618918487,-0.8203189327592088,-0.6212681411807722,-0.5396942347858167,-0.5210457948404877,-0.47242356162729454
1.4534492241537738,1.0415161743421886,1.5070355397708717,1.2814981616200625,1.328376500373619,1.227898119596554,-0.789114529952235,1.0372104729043217,1.8095586573591464,0.45726848219695354,1.2124023994551398,0.4572649361472923,1.3776918333965638,0.011660754855451247,1.563030423334814,1.2345040018790803,1.273769044186823,1.8725882610337197,1.2665135201785693,1.4179430921949918,1.0433691574241128
-0.5443909047966882,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.5457179654182409,-0.48109482032857825,1.0827901506609647,-0.6774212648468708,-0.742457193520141,-0.2941367920422581,-0.48919730760045166,-0.2941352814825622,-0.5150171761709613,-0.305624623227553,-0.44924264671447056,-0.18707159618918487,-0.8203189327592088,-0.7017151218973687,-0.5396942347858167,-0.5513424962004171,-0.47242356162729454
0.1433901232026511,0.031666305892696,-0.3110200634853215,0.12084672487507804,0.07121996431448319,-0.027693111641023498,-0.695519295921575,0.34500728988624774,0.2082938097486131,-0.16476636624505606,-0.050074802553847435,-0.16476587769648737,0.20985010408894186,-0.305624623227553,-0.19770851295831,-0.18707159618918487,0.4012323871259764,0.10275468526859634,0.08118968098319097,0.05459153099817032,0.03284067805650796
-0.6098938598442444,-0.4732586283320503,-0.3110200634853215,-0.45947899349741417,-0.5457179654182409,-0.48109482032857825,1.0827901506609647,-0.6774212648468708,-0.742457193520141,-0.2941367920422581,-0.48919730760045166,-0.2941352814825622,-0.5955579850887284,-0.305624623227553,-0.44924264671447056,-0.18707159618918487,-0.8203189327592088,-0.7017151218973687,-0.5396942347858167,-0.5513424962004171,-0.47242356162729454
0.04513569063131692,-0.22079616121967713,-0.3110200634853215,-0.16931613431116804,-0.1732271399192377,-0.22666903892278753,-0.35233677114248846,-0.27480033087122047,0.41891472578374855,-0.25822806849457436,-0.214745741946324,-0.258233068440946,-0.03177232266435922,0.6462315110214597,0.05382562079785058,1.2345040018790803,-0.12228960711053148,-0.05813927616459668,-0.14458628838735726,-0.218078781241194,-0.21979144178539328
0.7656681961544343,0.5365912401174423,1.0525216389568233,0.7011724432475702,0.43207045151664253,0.29537150741019713,-0.7579161186086816,0.728576760109107,0.5462880659345862,-0.005545453819919641,0.2792670762311058,-0.0055465160951243845,0.773635766513311,0.3289461329384555,1.059962155822493,-0.18707159618918487,0.9247543813624843,0.4245426081349824,0.5139269556100751,0.2969651418776053,0.5381049177403104
0.9621770612971027,0.5365912401174423,-0.3110200634853215,0.7011724432475702,0.7579999238282704,0.6665899471480725,-0.7579161186086816,0.6472905147638652,1.3855873965713574,0.10845875865671831,0.6634992681468844,0.10845721058721451,1.0555285977254956,0.963516889104464,0.30535975455401115,-0.18707159618918487,1.0992617127746536,1.3899063767341406,0.720888260866411,0.8120090649964046,0.5381049177403104
0.20889307825020723,0.7890537072298154,-0.3110200634853215,0.7011724432475702,0.9326049982809281,0.8081891191672217,-0.8515113526393416,1.5033362860559425,0.7141479320619407,0.4132590770598536,0.7732798944085355,0.41325387629758603,0.2903909130067089,-0.305624623227553,0.30535975455401115,-0.18707159618918487,1.448276375598992,1.148565434584351,0.8149615814374728,1.1149760785956981,0.7907370375822117
0.7656681961544343,2.5562909770164275,2.416063341398968,0.9913353024338163,1.5844639429041838,1.36573702822875,-0.9451065866700016,5.403805965044025,-0.06828830029320636,2.379068545888577,1.3221830257167908,2.379071422957888,0.8139061709721945,-0.305624623227553,1.059962155822493,-0.18707159618918487,2.669827695484177,0.5854365695681755,1.5487334818917546,1.6300200017144975,2.5591618764755206
